Date,Open,High,Low,Close,Volume,Daily Return (%)
23-06-2025,56150.04,56262.63,54345.1,54550.8,36176903186,-2.89
24-06-2025,54550.8,54662.46,53428.03,53501.49,38166346209,-1.94
25-06-2025,53501.49,53769.76,53297.52,53686.55,38065481100,0.35
26-06-2025,53686.55,54454.14,53541.18,54311.69,31362345238,1.16
27-06-2025,54311.69,54529.5,54233.61,54478.71,37082721734,0.31
28-06-2025,54478.71,54579.91,54268.25,54411.49,31410386644,-0.12
29-06-2025,54411.49,54526.85,54032.28,54193.38,31633890194,-0.4
30-06-2025,54193.38,54329.64,52892.19,53031.22,32561885600,-2.17
01-07-2025,53031.22,53175.02,52465.37,52487.93,32343707359,-1.03
02-07-2025,52487.93,52533.87,52086.2,52152.58,31908767010,-0.64
03-07-2025,52152.58,53037.34,52061.18,53012.64,36816378122,1.64
04-07-2025,53012.64,53487.99,52910.57,53313.24,39313397703,0.57
05-07-2025,53313.24,53437.58,51811.65,51947.79,37054810061,-2.59
06-07-2025,51947.79,52292.4,51834.66,52227.04,37556326337,0.54
07-07-2025,52227.04,52412.51,51917.67,51952.2,36444363528,-0.53
08-07-2025,51952.2,52062.12,51330.61,51453.08,38381536583,-0.97
09-07-2025,51453.08,52118.49,51318.76,51953.31,38221583259,0.97
10-07-2025,51953.31,52898.55,51820.32,52789.4,33495099612,1.6
11-07-2025,52789.4,53776.26,52626.77,53558.78,34762768024,1.45
12-07-2025,53558.78,53759.91,52765.28,52915.24,36556799279,-1.21
13-07-2025,52915.24,53007.9,52567.13,52696.72,31056861134,-0.41
14-07-2025,52696.72,53143.16,52595.02,52985.71,37502774061,0.55
15-07-2025,52985.71,53935.95,52967.74,53793.65,37367977323,1.51
16-07-2025,53793.65,53974.86,53305.27,53435.09,33532152852,-0.67
17-07-2025,53435.09,53490.4,53195.44,53313.14,38896081012,-0.23
18-07-2025,53313.14,53456.34,52342.76,52461.93,32811885347,-1.61
19-07-2025,52461.93,52622.38,51517.48,51554.77,39436705091,-1.74
20-07-2025,51554.77,52225.65,51507.39,52213.06,32058076300,1.27
21-07-2025,52213.06,53356.33,52053.64,53312.79,35130588946,2.08
22-07-2025,53312.79,53314.88,53177.41,53281.87,35009356109,-0.06
23-07-2025,53281.87,54210.69,53138.99,54117.04,32651505603,1.56
24-07-2025,54117.04,54586.55,54007.27,54438.61,36012547073,0.59
25-07-2025,54438.61,54629.27,53831.83,53941.32,34195002956,-0.92
26-07-2025,53941.32,54374.19,53782.83,54261.65,32244039005,0.59
27-07-2025,54261.65,55757.41,54181.13,55555.82,39119171846,2.36
28-07-2025,55555.82,55590.26,55437.3,55553.74,37730000934,-0.0
29-07-2025,55553.74,56918.31,55468.32,56901.43,30792787102,2.4
30-07-2025,56901.43,57012.08,54650.46,54736.15,39858145214,-3.88
31-07-2025,54736.15,55575.04,54643.6,55442.86,35090517436,1.28
01-08-2025,55442.86,55652.33,55319.66,55543.06,38236684215,0.18
02-08-2025,55543.06,55546.81,55238.0,55322.16,31604211883,-0.4
03-08-2025,55322.16,55531.97,55142.04,55426.06,34777310766,0.19
04-08-2025,55426.06,55464.61,53765.41,53824.91,38601032844,-2.93
05-08-2025,53824.91,53968.61,53577.36,53674.68,36507627796,-0.28
06-08-2025,53674.68,54117.73,53590.93,53989.95,36844196059,0.59
07-08-2025,53989.95,55286.35,53803.85,55227.8,33409103897,2.27
08-08-2025,55227.8,55309.87,54707.09,54827.52,32777151246,-0.73
09-08-2025,54827.52,54879.11,54029.41,54193.72,35045613527,-1.16
10-08-2025,54193.72,54298.71,53786.58,53814.27,35844473464,-0.7
11-08-2025,53814.27,54746.88,53692.27,54585.57,33890772649,1.42
12-08-2025,54585.57,54938.51,54427.84,54882.85,35392954202,0.54
13-08-2025,54882.85,55020.28,54362.25,54475.69,31297339971,-0.74
14-08-2025,54475.69,55004.89,54308.69,54924.17,37438703255,0.82
15-08-2025,54924.17,55098.15,54842.73,55031.72,37771872088,0.2
16-08-2025,55031.72,55970.82,54844.09,55865.07,37587730322,1.5
17-08-2025,55865.07,55918.97,55069.74,55307.5,31820829110,-1.0
18-08-2025,55307.5,55387.49,54973.71,55063.86,34952027716,-0.44
19-08-2025,55063.86,55108.03,54683.19,54768.32,39600263728,-0.54
20-08-2025,54768.32,54985.46,53420.78,53605.91,36326022816,-2.15
21-08-2025,53605.91,53981.11,53414.02,53871.47,30766419605,0.49
22-08-2025,53871.47,54180.24,53791.9,54109.89,39578834338,0.44
23-08-2025,54109.89,54260.97,54024.4,54141.1,35398275016,0.06
24-08-2025,54141.1,54243.3,53885.16,53977.9,37009453132,-0.3
25-08-2025,53977.9,54073.93,52835.77,52870.43,30251060664,-2.07
26-08-2025,52870.43,53008.64,52507.32,52564.16,34903883672,-0.58
27-08-2025,52564.16,52709.11,52268.69,52320.79,35474108735,-0.46
28-08-2025,52320.79,52397.68,51657.05,51720.78,32902716049,-1.15
29-08-2025,51720.78,51794.44,51520.16,51621.61,36209624700,-0.19
30-08-2025,51621.61,52051.03,51506.28,51961.4,30067951050,0.66
31-08-2025,51961.4,53495.41,51776.91,53479.26,35743346789,2.88
01-09-2025,53479.26,53672.31,53425.69,53646.31,38184166687,0.31
02-09-2025,53646.31,54062.3,53486.21,53880.89,35432684579,0.44
03-09-2025,53880.89,54077.28,53751.5,53847.67,32558729891,-0.06
04-09-2025,53847.67,53941.96,52244.01,52346.11,32650663910,-2.83
05-09-2025,52346.11,52486.35,52206.09,52351.46,33572824891,0.01
06-09-2025,52351.46,52546.16,52305.54,52424.99,37170888635,0.14
07-09-2025,52424.99,54701.88,52300.09,54425.46,30300353963,3.74
08-09-2025,54425.46,54595.24,54178.15,54295.78,31164569351,-0.24
09-09-2025,54295.78,54671.37,54160.45,54569.21,36841075399,0.5
10-09-2025,54569.21,54626.2,54443.16,54568.08,37216111682,-0.0
11-09-2025,54568.08,54589.56,53407.63,53646.64,35286371115,-1.7
12-09-2025,53646.64,54721.81,53573.56,54601.5,31962192953,1.76
13-09-2025,54601.5,55317.16,54521.29,55248.45,39407373653,1.18
14-09-2025,55248.45,55968.18,55172.38,55935.86,34519761025,1.24
15-09-2025,55935.86,56011.57,55125.88,55205.63,35853801061,-1.31
16-09-2025,55205.63,56459.57,55130.41,56407.77,34275556130,2.15
17-09-2025,56407.77,56615.75,55085.41,55261.64,36212036054,-2.05
18-09-2025,55261.64,55938.87,55072.62,55778.13,35727637619,0.93
19-09-2025,55778.13,57784.98,55698.41,57670.1,32727132636,3.34
20-09-2025,57670.1,57870.78,56781.6,56847.98,30732197174,-1.44
21-09-2025,56847.98,56966.08,56255.95,56395.32,36110403229,-0.8
22-09-2025,56395.32,56572.28,56313.68,56507.93,33529631798,0.2
23-09-2025,56507.93,56707.02,55963.1,56110.83,31292154255,-0.71
24-09-2025,56110.83,56253.29,54727.35,54848.18,30514661654,-2.28
25-09-2025,54848.18,54984.96,54821.62,54932.07,33166164947,0.15
26-09-2025,54932.07,55031.48,53898.84,54090.73,32884321565,-1.54
27-09-2025,54090.73,54564.88,53885.41,54503.6,30399127635,0.76
28-09-2025,54503.6,54537.24,53709.35,53783.96,35398976917,-1.33
29-09-2025,53783.96,55237.73,53697.25,55076.57,37678980551,2.37
30-09-2025,55076.57,55291.89,54336.01,54460.49,32613429236,-1.12
01-10-2025,54460.49,54493.25,54098.55,54225.14,34979172851,-0.43
02-10-2025,54225.14,55059.1,54080.98,54918.34,34566018556,1.27
03-10-2025,54918.34,54992.45,53724.34,53940.65,34800266019,-1.8
04-10-2025,53940.65,54234.0,53842.32,54152.08,30976492182,0.39
05-10-2025,54152.08,55329.71,54087.0,55251.94,35762448108,2.01
06-10-2025,55251.94,55314.71,53929.11,53962.6,35930961256,-2.36
07-10-2025,53962.6,54250.23,53894.12,54139.32,31487440641,0.33
08-10-2025,54139.32,54441.53,54032.84,54377.96,39616669432,0.44
09-10-2025,54377.96,55171.92,54171.62,55046.94,32189248960,1.22
10-10-2025,55046.94,55154.27,53981.89,54062.03,39284706565,-1.81
11-10-2025,54062.03,54157.23,52910.35,53028.27,36728389947,-1.93
12-10-2025,53028.27,53530.21,52923.09,53471.8,31679515891,0.83
13-10-2025,53471.8,53813.87,53301.31,53737.39,36447403019,0.5
14-10-2025,53737.39,54115.36,53494.13,53966.66,36613101221,0.43
15-10-2025,53966.66,54410.71,53887.38,54274.97,36991992236,0.57
16-10-2025,54274.97,54330.47,53669.84,53751.03,37393451469,-0.97
17-10-2025,53751.03,54078.88,53587.4,53965.59,34901751874,0.4
18-10-2025,53965.59,54379.67,53820.86,54230.46,31385247118,0.49
19-10-2025,54230.46,54248.39,53472.81,53679.3,30098328226,-1.02
20-10-2025,53679.3,55370.9,53540.6,55230.43,34955495258,2.85
21-10-2025,55230.43,55726.63,55139.81,55652.2,35255383970,0.76
22-10-2025,55652.2,55795.26,54552.2,54693.89,38406637773,-1.74
23-10-2025,54693.89,55331.17,54523.86,55262.82,32470307777,1.03
24-10-2025,55262.82,55273.6,54334.3,54487.98,32058811644,-1.41
25-10-2025,54487.98,55183.21,54351.36,55162.67,35642417440,1.23
26-10-2025,55162.67,56272.8,54993.5,56157.79,34892818240,1.79
27-10-2025,56157.79,56284.69,55322.56,55498.45,38152971599,-1.18
28-10-2025,55498.45,56396.15,55310.74,56334.42,37856922861,1.5
29-10-2025,56334.42,56862.3,56185.21,56712.66,31363787187,0.67
30-10-2025,56712.66,57464.47,56608.71,57445.02,33544210309,1.28
31-10-2025,57445.02,59246.83,57321.7,59132.47,32861766284,2.9
01-11-2025,59132.47,59179.13,58755.68,58944.68,30522963425,-0.32
02-11-2025,58944.68,59024.15,58242.17,58311.15,36468682691,-1.08
03-11-2025,58311.15,58430.54,57430.71,57567.07,30998800462,-1.28
04-11-2025,57567.07,57632.67,56803.93,56895.34,34022018590,-1.17
05-11-2025,56895.34,56987.25,56742.65,56858.0,38057810451,-0.07
06-11-2025,56858.0,57350.18,56671.6,57178.29,35487905756,0.56
07-11-2025,57178.29,57526.56,57053.01,57444.81,34296395423,0.47
08-11-2025,57444.81,58356.11,57327.25,58191.1,30075968554,1.29
09-11-2025,58191.1,58282.23,58153.85,58231.56,36882913409,0.07
10-11-2025,58231.56,59695.52,58071.64,59544.89,39413633953,2.23
11-11-2025,59544.89,59749.81,59181.65,59338.63,35204449624,-0.35
12-11-2025,59338.63,61869.95,59091.59,61840.78,36376315261,4.13
13-11-2025,61840.78,62530.25,61736.14,62455.11,32660722590,0.99
14-11-2025,62455.11,62616.06,61551.19,61688.08,31848284118,-1.24
15-11-2025,61688.08,61798.93,60598.82,60735.44,39322934152,-1.56
16-11-2025,60735.44,61352.31,60518.16,61207.18,38910467220,0.77
17-11-2025,61207.18,61292.62,60916.62,61032.87,33361653915,-0.29
18-11-2025,61032.87,61849.68,60893.77,61720.89,35434797549,1.12
19-11-2025,61720.89,62306.37,61559.93,62191.67,39353435398,0.76
20-11-2025,62191.67,62388.68,62018.93,62154.84,39573029415,-0.06
21-11-2025,62154.84,62294.96,61305.65,61401.04,30999204964,-1.22
22-11-2025,61401.04,61544.57,59919.83,60051.59,39538274683,-2.22
23-11-2025,60051.59,60146.96,59497.12,59680.56,37104201471,-0.62
24-11-2025,59680.56,60573.86,59622.46,60482.39,31521433058,1.33
25-11-2025,60482.39,60802.44,60353.38,60707.28,35054691782,0.37
26-11-2025,60707.28,60852.64,59535.74,59613.23,31662490620,-1.82
27-11-2025,59613.23,59892.61,59422.77,59798.19,38434552452,0.31
28-11-2025,59798.19,60312.67,59769.67,60174.89,35362611382,0.63
29-11-2025,60174.89,60420.12,59326.44,59412.06,34869649981,-1.28
30-11-2025,59412.06,59750.05,59270.82,59579.0,37689442021,0.28
01-12-2025,59579.0,59760.73,59366.57,59660.86,37219731926,0.14
02-12-2025,59660.86,59851.85,58562.56,58676.05,35109700471,-1.66
03-12-2025,58676.05,59115.26,58591.28,59021.3,31389423628,0.59
04-12-2025,59021.3,59551.91,58792.23,59549.64,33583305689,0.89
05-12-2025,59549.64,60615.31,59516.77,60555.24,36997785068,1.67
06-12-2025,60555.24,61558.76,60543.2,61550.81,30854081204,1.63
07-12-2025,61550.81,61652.28,60174.88,60322.07,34572493796,-2.02
08-12-2025,60322.07,60443.82,59420.04,59509.18,30183108255,-1.36
09-12-2025,59509.18,60221.28,59450.94,60000.7,39731756528,0.82
10-12-2025,60000.7,60635.9,59838.19,60495.13,39230905972,0.82
11-12-2025,60495.13,61103.43,60359.4,60994.8,34841286141,0.82
12-12-2025,60994.8,64838.86,60907.22,64655.92,32637459164,5.83
13-12-2025,64655.92,65258.36,64609.39,65244.58,35980285481,0.91
14-12-2025,65244.58,66547.08,65057.17,66398.63,34106943017,1.75
15-12-2025,66398.63,67576.04,66222.66,67389.32,30571853424,1.48
16-12-2025,67389.32,68120.53,67261.22,68085.03,30438728895,1.03
17-12-2025,68085.03,68299.07,67536.91,67797.7,32829061239,-0.42
18-12-2025,67797.7,68768.7,67734.66,68608.26,34049428904,1.19
19-12-2025,68608.26,68716.98,67819.24,67851.43,33474128001,-1.11
20-12-2025,67851.43,68030.07,67556.16,67644.65,31199875168,-0.31
21-12-2025,67644.65,67933.54,67056.22,67187.54,38290656497,-0.68
22-12-2025,67187.54,67450.59,67036.81,67303.74,35381844991,0.17
23-12-2025,67303.74,69873.15,67185.37,69716.41,33543915803,3.52
24-12-2025,69716.41,69823.82,67665.2,67824.72,35954323207,-2.75
25-12-2025,67824.72,68639.64,67773.96,68560.78,39043884612,1.08
26-12-2025,68560.78,68754.83,66725.04,66955.62,31903843414,-2.37
27-12-2025,66955.62,67032.21,66388.99,66516.56,30205431815,-0.66
28-12-2025,66516.56,67785.93,66309.21,67645.8,30163302599,1.68
29-12-2025,67645.8,67848.05,67487.32,67744.92,33204935766,0.15
30-12-2025,67744.92,67912.85,66528.04,66691.88,33445124530,-1.57
31-12-2025,66691.88,66847.52,65843.49,66013.13,32184331411,-1.02
01-01-2026,66013.13,66925.54,65851.55,66722.86,31664708839,1.07
02-01-2026,66722.86,66822.28,65854.38,66028.88,36279014302,-1.05
03-01-2026,66028.88,66391.41,65809.06,66276.74,38553807075,0.37
04-01-2026,66276.74,66423.0,66131.16,66355.23,32360582916,0.12
05-01-2026,66355.23,66458.46,65564.6,65742.7,37862085621,-0.93
06-01-2026,65742.7,68086.72,65617.11,67925.25,34649807470,3.27
07-01-2026,67925.25,68797.66,67691.57,68608.51,34191848776,1.0
08-01-2026,68608.51,68682.46,66500.86,66589.0,37161215438,-2.99
09-01-2026,66589.0,67000.61,66335.9,66808.9,34339753922,0.33
10-01-2026,66808.9,67033.08,66052.35,66182.06,31096992547,-0.94
11-01-2026,66182.06,67229.12,66144.39,67067.26,35414722371,1.33
12-01-2026,67067.26,67327.26,66166.73,66307.84,34592412264,-1.14
13-01-2026,66307.84,66389.15,66139.57,66226.92,34122423512,-0.12
14-01-2026,66226.92,66814.29,66038.8,66763.86,36349058166,0.81
15-01-2026,66763.86,67685.33,66673.9,67670.36,38142461694,1.35
16-01-2026,67670.36,67906.93,66392.81,66496.13,35678872329,-1.75
17-01-2026,66496.13,66672.64,66189.1,66196.41,30537874083,-0.45
18-01-2026,66196.41,66325.12,65657.59,65759.36,36382387980,-0.66
19-01-2026,65759.36,65909.29,65123.02,65150.64,33952646303,-0.93
20-01-2026,65150.64,66990.99,65123.53,66932.45,38777777673,2.7
21-01-2026,66932.45,67673.49,66747.69,67373.97,39065851152,0.66
22-01-2026,67373.97,67517.42,65960.48,66144.74,38998006728,-1.84
23-01-2026,66144.74,67236.79,65984.31,67095.26,31614877159,1.43
24-01-2026,67095.26,69488.95,67025.95,69300.05,30703016561,3.23
25-01-2026,69300.05,70591.56,69164.76,70416.86,35470892019,1.6
26-01-2026,70416.86,70573.45,68727.11,68864.59,38282060755,-2.23
27-01-2026,68864.59,68947.88,68342.83,68400.4,32903321771,-0.68
28-01-2026,68400.4,69919.93,68160.76,69747.55,34349577328,1.95
29-01-2026,69747.55,70018.31,68846.94,69045.6,31109955339,-1.01
30-01-2026,69045.6,69774.2,68922.77,69541.56,32336533422,0.72
31-01-2026,69541.56,70642.42,69400.6,70389.49,37026870420,1.21
01-02-2026,70389.49,70494.29,69298.91,69452.29,30949459965,-1.34
02-02-2026,69452.29,69522.47,69422.11,69425.01,34202184317,-0.04
03-02-2026,69425.01,69555.13,66047.48,66163.45,39365582486,-4.81
04-02-2026,66163.45,66299.46,65101.23,65187.15,39964581119,-1.49
05-02-2026,65187.15,65388.85,64908.27,64973.13,37529882261,-0.33
06-02-2026,64973.13,64993.11,63690.58,63800.25,39746703704,-1.82
07-02-2026,63800.25,65645.34,63557.96,65414.46,36612343643,2.5
08-02-2026,65414.46,65534.95,63888.97,64058.14,33126509324,-2.1
09-02-2026,64058.14,64158.91,63577.56,63668.53,34758582017,-0.61
10-02-2026,63668.53,63888.48,63504.74,63825.42,32943332564,0.25
11-02-2026,63825.42,65275.43,63608.46,65252.91,38984517043,2.21
12-02-2026,65252.91,65437.13,63707.6,63894.47,39237083542,-2.1
13-02-2026,63894.47,65186.43,63762.87,65051.56,31775610133,1.79
14-02-2026,65051.56,65140.31,64963.54,65094.09,33192980832,0.07
15-02-2026,65094.09,65139.97,64001.67,64174.83,39044903541,-1.42
16-02-2026,64174.83,64761.12,64021.23,64653.53,39240920086,0.74
17-02-2026,64653.53,65117.34,64466.34,64879.29,30402682909,0.35
18-02-2026,64879.29,64992.21,64160.43,64329.95,39280772231,-0.85
19-02-2026,64329.95,64461.56,64133.77,64429.55,36691740857,0.15
20-02-2026,64429.55,64542.57,63996.4,64090.27,33185629035,-0.53
21-02-2026,64090.27,64342.55,63877.66,64231.6,33785802242,0.22
22-02-2026,64231.6,64950.4,64090.45,64905.17,31193580419,1.04
23-02-2026,64905.17,66630.43,64640.67,66501.04,37119167329,2.43
24-02-2026,66501.04,66618.68,65224.73,65310.34,39925364184,-1.81
25-02-2026,65310.34,67649.4,65066.34,67467.49,37483327892,3.25
26-02-2026,67467.49,67727.17,65409.28,65553.36,31611729007,-2.88
27-02-2026,65553.36,65758.32,65348.75,65436.99,32313680264,-0.18
28-02-2026,65436.99,66164.37,65337.78,66050.03,37937304809,0.93
01-03-2026,66050.03,66421.48,65939.09,66362.18,37902585145,0.47
02-03-2026,66362.18,66665.68,65618.64,65778.1,37871302667,-0.88
03-03-2026,65778.1,65913.55,65440.35,65605.86,30047380429,-0.26
04-03-2026,65605.86,65737.99,65062.13,65155.06,37514240632,-0.69
05-03-2026,65155.06,65283.8,64486.25,64613.9,37553457588,-0.83
06-03-2026,64613.9,65619.26,64346.25,65475.34,32913614867,1.32
07-03-2026,65475.34,65982.05,65231.28,65859.84,30535642809,0.59
08-03-2026,65859.84,65953.78,65052.58,65211.46,32763232387,-0.99
09-03-2026,65211.46,66226.54,65078.56,66130.44,39181879449,1.4
10-03-2026,66130.44,66599.96,65990.24,66469.2,32847743717,0.51
11-03-2026,66469.2,67416.32,66295.48,67318.27,30008074037,1.27
12-03-2026,67318.27,68078.56,67252.48,67991.05,30124860617,0.99
13-03-2026,67991.05,68134.27,67067.33,67184.4,35011733421,-1.19
14-03-2026,67184.4,67301.64,66633.47,66655.56,31665045420,-0.79
15-03-2026,66655.56,67676.95,66495.63,67440.64,37401967106,1.17
16-03-2026,67440.64,68139.3,67262.11,68094.97,36384888343,0.97
17-03-2026,68094.97,68318.23,67991.68,68107.67,36869237405,0.02
18-03-2026,68107.67,68483.35,67864.25,68261.76,36881163154,0.23
19-03-2026,68261.76,69622.52,68208.91,69617.41,38688430267,1.97
20-03-2026,69617.41,69732.79,68999.92,69036.9,32733706558,-0.84
21-03-2026,69036.9,69754.01,68883.33,69640.59,34934916306,0.87
22-03-2026,69640.59,69681.85,69252.76,69464.42,37281754775,-0.25
23-03-2026,69464.42,69549.32,69017.41,69272.6,33203724363,-0.28
24-03-2026,69272.6,70521.68,69165.85,70459.01,38512492857,1.7
25-03-2026,70459.01,71640.29,70242.09,71372.48,35196231796,1.29
26-03-2026,71372.48,72497.09,71232.49,72284.89,39602935264,1.27
27-03-2026,72284.89,73992.48,72152.79,73751.2,35890212670,2.01
28-03-2026,73751.2,74012.22,73538.52,73811.33,30745091232,0.08
29-03-2026,73811.33,74672.52,73615.56,74607.54,32738270405,1.07
30-03-2026,74607.54,74717.62,74266.79,74298.26,38551822894,-0.42
31-03-2026,74298.26,74883.71,74039.96,74697.76,37504251003,0.54
01-04-2026,74697.76,74755.86,74337.25,74589.36,34081562201,-0.15
02-04-2026,74589.36,74938.08,74486.85,74735.32,32429018611,0.2
03-04-2026,74735.32,75575.97,74556.27,75443.21,34207550601,0.94
04-04-2026,75443.21,75565.82,74374.25,74560.2,35004900098,-1.18
05-04-2026,74560.2,77184.6,74391.65,76975.93,33007559274,3.19
06-04-2026,76975.93,77164.08,75751.01,75860.98,32516035421,-1.46
07-04-2026,75860.98,75985.32,74430.1,74529.1,36813875829,-1.77
08-04-2026,74529.1,76112.74,74381.94,75873.03,32996472517,1.79
09-04-2026,75873.03,76888.38,75632.31,76817.79,33992674298,1.24
10-04-2026,76817.79,77782.04,76622.4,77579.1,33361163826,0.99
11-04-2026,77579.1,78556.1,77452.69,78352.92,30241102738,0.99
12-04-2026,78352.92,78510.2,78135.75,78377.71,37957406242,0.03
13-04-2026,78377.71,78560.02,77302.93,77368.58,35263659929,-1.3
14-04-2026,77368.58,77553.37,77124.96,77495.34,31983127359,0.16
15-04-2026,77495.34,77721.94,76730.56,76750.53,32065475539,-0.97
16-04-2026,76750.53,78061.78,76624.85,77920.35,31869085588,1.51
17-04-2026,77920.35,78035.46,77719.06,77787.54,38320869055,-0.17
18-04-2026,77787.54,78024.72,76814.49,76868.7,33032328547,-1.19
19-04-2026,76868.7,76968.3,76295.37,76537.29,37005824601,-0.43
20-04-2026,76537.29,77096.92,76420.01,77051.34,38200768418,0.67
21-04-2026,77051.34,77085.51,76261.4,76440.77,33350989591,-0.8
22-04-2026,76440.77,76639.97,75394.01,75541.55,30030190179,-1.18
23-04-2026,75541.55,75910.68,75354.43,75856.1,34540984104,0.42
24-04-2026,75856.1,76459.44,75698.56,76173.42,35262295725,0.42
25-04-2026,76173.42,76179.67,75579.96,75634.19,35509350807,-0.71
26-04-2026,75634.19,75913.77,74914.1,75139.24,34450821461,-0.66
27-04-2026,75139.24,75605.74,75026.06,75438.95,39773680566,0.4
28-04-2026,75438.95,75582.53,73822.15,73854.9,36137022430,-2.12
29-04-2026,73854.9,73962.37,72234.47,72348.19,37923310296,-2.06
30-04-2026,72348.19,72521.76,71357.82,71608.5,31151648325,-1.03
01-05-2026,71608.5,71749.02,71211.75,71415.3,33663992035,-0.27
02-05-2026,71415.3,72007.78,71297.36,71785.01,36708708202,0.52
03-05-2026,71785.01,73583.29,71666.51,73428.05,31485717012,2.26
04-05-2026,73428.05,74576.01,73304.81,74416.0,33315103706,1.34
05-05-2026,74416.0,74537.77,73972.01,74274.81,38961125445,-0.19
06-05-2026,74274.81,74435.11,74097.89,74290.76,39606915470,0.02
07-05-2026,74290.76,74462.21,73040.62,73218.54,37440810655,-1.45
08-05-2026,73218.54,73256.04,72996.67,73234.82,37850634905,0.02
09-05-2026,73234.82,73282.55,72791.54,72954.87,32123780260,-0.38
10-05-2026,72954.87,73546.76,72827.86,73345.55,38502106132,0.53
11-05-2026,73345.55,73504.78,72346.58,72477.3,34917587524,-1.19
12-05-2026,72477.3,73213.36,72337.53,73080.65,35116125092,0.83
13-05-2026,73080.65,74968.73,72937.21,74817.71,39915785586,2.35
14-05-2026,74817.71,74993.36,74529.27,74733.11,34067488596,-0.11
15-05-2026,74733.11,75332.23,74579.77,75222.39,30786045372,0.65
16-05-2026,75222.39,76136.06,75016.84,76043.16,30094640288,1.09
